iter	Passed	Remaining
238	27713	88243
239	27834	88143
240	27943	88005
241	28051	87862
242	28183	87798
243	28291	87656
244	28383	87467
245	28497	87346
246	28598	87184
247	28681	86971
248	28818	86917
249	28936	86810
250	29048	86681
251	29167	86575
252	29294	86494
253	29408	86372
254	29520	86246
255	29629	86111
256	29750	86011
257	29843	85829
258	29947	85679
259	30049	85525
260	30173	85433
261	30285	85307
262	30397	85181
263	30510	85058
264	30599	84870
265	30691	84688
266	30792	84533
267	30889	84368
268	31014	84280
269	31142	84200
270	31256	84081
271	31387	84008
272	31501	83889
273	31615	83768
274	31719	83624
275	31806	83434
276	31919	83314
277	32028	83182
278	32138	83054
279	32270	82982
280	32358	82795
281	32452	82628
282	32568	82513
283	32671	82369
284	32775	82227
285	32892	82117
286	33016	82023
287	33135	81917
288	33250	81802
289	33352	81655
290	33442	81481
291	33553	81356
292	33673	81253
293	33786	81133
294	33884	80979
295	33992	80847
296	34106	80731
297	34211	80592
298	34313	80447
299	34431	80339
300	34547	80228
301	34653	80092
302	34758	79955
303	34858	79807
304	34950	79641
305	35049	79491
306	35150	79346
307	35259	79219
308	35359	79072
309	35468	78947
310	35578	78822
311	35681	78682
312	35777	78526
313	35887	78403
314	35989	78263
315	36082	78102
316	36175	77942
317	36288	77826
318	36398	77703
319	36511	77586
320	36620	77461
321	36726	77331
322	36829	77193
323	36929	77050
324	37037	76924
325	37166	76840
326	37270	76706
327	37377	76578
328	37494	76469
329	37605	76350
330	37727	76252
331	37843	76142
332	37958	76031
333	38088	75948
334	38182	75795
335	38284	75656
336	38382	75512
337	38466	75340
338	38611	75287
339	38713	75149
340	38818	75019
341	38960	74959
342	39069	74834
343	39175	74706
344	39293	74600
345	39410	74492
346	39515	74362
347	39621	74233
348	39745	74138
349	39845	73998
350	39949	73866
351	40016	73666
352	40089	73478
353	40200	733635354	40327	73271
355	40453	73180
356	40568	73068
357	40684	72959
358	44225	78966
359	44381	78901
360	44507	78782
361	44649	78691
362	44801	78618
363	44918	78484
364	45051	78376
365	45184	78269
366	45314	78157
367	45433	78027
368	45558	77905
369	45688	77793
370	45813	77673
371	45958	77585
372	46094	77482
373	46244	77403
374	46356	77260
375	46507	77182
376	46641	77076
377	46787	76989
378	46909	76862
379	47057	76778
380	47201	76687
381	47339	76586
382	47487	76501
383	47610	76375
384	47738	76257
385	47860	76130
386	47974	75989
387	48092	75857
388	48234	75761
389	48377	75667
390	48504	75547
391	48616	75405
392	48755	75304
393	48907	75223
394	49070	75158
395	49210	75057
396	49350	74957
397	49474	74833
398	49619	74740
399	49720	74580
400	49868	74491
401	50026	74417
402	50150	74292
403	50288	74188
404	50427	74085
405	50567	73983
406	50701	73871
407	50822	73741
408	50961	73638
409	51091	73521
410	51249	73445
411	51376	73323
412	51507	73207
413	51689	73164
414	51808	73030
415	51953	72935
416	52071	72800
417	52192	72670
418	52302	72524
419	52418	72386
420	52531	72246
421	52651	72114
422	52767	71978
423	52870	71823
424	52978	71676
425	53087	71531
426	53187	71372
427	53297	71229
428	53399	71074
429	53493	70909
430	53602	70765
431	53739	70657
432	53865	70534
433	53968	70382
434	54074	70234
435	54186	70094
436	54302	69959
437	54407	69811
438	54509	69657
439	54614	69509
440	54718	69359
441	54846	69241
442	54943	69082
443	55058	68947
444	55174	68813
445	55284	68671
446	55380	68512
447	55490	68372
448	55617	68252
449	55716	68098
450	55831	67962
451	55962	67847
452	56082	67720
453	56207	67597
454	56310	67449
455	56430	67321
456	56538	67178
457	56655	67046
458	56767	66908
459	56891	66785
460	57040	66691
461	57222	66635
462	57352	66519
463	57488	66408
464	57620	66295
465	57735	66160
466	57868	66046
467	57981	65910
468	58124	65808
469	58240	65676
470	58382	65572
471	58515	65457
472	58643	65338
473	58783	65232
474	58894	65094
475	59015	64966
476	59144	64848
477	59254	64709
478	59368	64574
479	59494	64451
480	59600	64309
481	59731	64192
482	59828	64040
483	59941	63905
484	60046	63760
485	60144	63610
486	60272	63490
487	60391	63361
488	60511	63234
489	60609	63082
490	60732	62959
491	60830	62808
492	60940	62670
493	61056	62539
494	61182	62418
495	61282	62271
496	61381	62122
497	61495	61989
498	61591	61837
499	61690	61690
500	61812	61565
501	61930	61436
502	62039	61299
503	62150	61163
504	62253	61020
505	62346	60868
506	62464	60739
507	62566	60596
508	62689	60472
509	62816	60352
510	62929	60220
511	63053	60097
512	63175	59974
513	63294	59846
514	63416	59721
515	63536	59596
516	63642	59457
517	63759	59328
518	63842	59168
519	63947	59028
520	64066	58901
521	64166	58757
522	64289	58634
523	64393	58494
524	64502	58359
525	64605	58218
526	64730	58097
527	64817	57942
528	64944	57823
529	65075	57708
530	65195	57583
531	65316	57458
532	65429	57327
533	65536	57191
534	65655	57064
535	65755	56922
536	65877	56799
537	65993	56671
538	66099	56533
539	66214	56405
540	66313	56262
541	66442	56144
542	66574	56030
543	66682	55895
544	66812	55778
545	66938	55659
546	67038	55518
547	67170	55403
548	67288	55276
549	67381	55130
550	67484	54991
551	67592	54857
552	67675	54703
553	67764	54554
554	67886	54431
555	67989	54293
556	68097	54160
557	68203	54024
558	68303	53885
559	68426	53763
560	68528	53625
561	68641	53496
562	68758	53369
563	68883	53250
564	68999	53123
565	69076	52967
566	69177	52828
567	69275	52688
568	69382	52555
569	69494	52425
570	69601	52292
571	69719	52167
572	69836	52042
573	69937	51904
574	70039	51768
575	70131	51624
576	70244	51496
577	70352	51364
578	70458	51231
579	70545	51084
580	70642	50945
581	70772	50830
582	70894	50708
583	70994	50571
584	71110	50445
585	71208	50307
586	71323	50181
587	71433	50052
588	71519	49905
589	71612	49764
590	71727	49638
591	71826	49502
592	71930	49368
593	72055	49249
594	72181	49131
595	72278	48994
596	72379	48859
597	72493	48732
598	72614	48611
599	72716	48477
600	72842	48359
601	72948	48228
602	73058	48099
603	73159	47965
604	73267	47836
605	73389	47715
606	73505	47590
607	73609	47458
608	73711	47325
609	73801	47184
610	73937	47072
611	74054	46949
612	74170	46825
613	74270	46691
614	74379	46563
615	74491	46436
616	74599	46307
617	74715	46183
618	74805	46043
619	74928	45923
620	75040	45797
621	75131	45658
622	75230	45524
623	75323	45387
624	75423	45254
625	75524	45121
626	75639	44997
627	75743	44867
628	75892	44763
629	75998	44634
630	76116	44511
631	76232	44388
632	76340	44260
633	76462	44140
634	76561	44007
635	76678	43885
636	76777	43752
637	76891	43627
638	77008	43505
639	77120	43380
640	77232	43254
641	77332	43122
642	77423	42986
643	77527	42856
644	77649	42737
645	77744	42602
646	77860	42480
647	77960	42348
648	78074	42225
649	78158	42085
650	78267	41958
651	78370	41829
652	78486	41707
653	78600	41583
654	78708	41457
655	78827	41336
656	78910	41196
657	79011	41066
658	79129	40945
659	79257	40829
660	79373	40707
661	79476	40578
662	79581	40451
663	79693	40327
664	79818	40209
665	79947	40093
666	80071	39975
667	80179	39849
668	80306	39732
669	80420	39609
670	80535	39487
671	80670	39374
672	80787	39253
673	80904	39131
674	81006	39003
675	81113	38876
676	81227	38754
677	81351	38635
678	81445	38503
679	81578	38389
680	81680	38261
681	81789	38136
682	81883	38004
683	81981	37874
684	82093	37750
685	82190	37620
686	82299	37496
687	82395	37365
688	82500	37239
689	82604	37112
690	82723	36991
691	82835	36868
692	82949	36746
693	83079	36631
694	83197	36511
695	83292	36380
696	83392	36252
697	83513	36133
698	83630	36012
699	83738	35888
700	83851	35765
701	83968	35644
702	84097	35529
703	84209	35406
704	84323	35284
705	84421	35155
706	84534	35033
707	84621	34900
708	84747	34783
709	84860	34661
710	84955	34531
711	85089	34418
712	85182	34287
713	85279	34159
714	85381	34033
715	85504	33914
716	85623	33795
717	85727	33670
718	85833	33545
719	85942	33422
720	86047	33297
721	86150	33171
722	86265	33050
723	86369	32925
724	86474	32800
725	86560	32669
726	86663	32543
727	86772	32420
728	86885	32299
729	86978	32170
730	87079	32044
731	87178	31917
732	87289	31795
733	87388	31669
734	87512	31552
735	87651	31440
736	87771	31321
737	87894	31203
738	88071	31104
739	88210	30993
740	88362	30885
741	88510	30776
742	88642	30660
743	88766	30543
744	88890	30425
745	89032	30314
746	89150	30194
747	89265	30073
748	89404	29960
749	89540	29846
750	89667	29729
751	89780	29608
752	89922	29496
753	90051	29380
754	90173	29261
755	90294	29142
756	90420	29025
757	90544	28907
758	90664	28788
759	90803	28674
760	90952	28564
761	91066	28443
762	91193	28326
763	91326	28210
764	91440	28089
765	91552	27967
766	91669	27847
767	91774	27723
768	91881	27600
769	91992	27478
770	92104	27356
771	92229	27238
772	92360	27122
773	92464	26998
774	92596	26882
775	92738	26769
776	92873	26654
777	92985	26533
778	93113	26416
779	93240	26298
780	93369	26181
781	93504	26066
782	93636	25950
783	93782	25838
784	93939	25728
785	94063	25610
786	94205	25496
787	94315	25374
788	94454	25259
789	94606	25148
790	94728	25029
791	94844	24908
792	94979	24793
793	95096	24672
794	95228	24555
795	95338	24433
796	95454	24312
797	95582	24195
798	95689	24072
799	95793	23948
800	95912	23828
801	96018	23705
802	96113	23579
803	96220	23456
804	96324	23333
805	96438	23212
806	96543	23089
807	96656	22967
808	96783	22850
809	96918	22734
810	97022	22610
811	97133	22489
812	97251	22369
813	97359	22246
814	97448	22120
815	97562	21999
816	97669	21876
817	97781	21755
818	97872	21629
819	97979	21507
820	98090	21386
821	98204	21265
822	98295	21140
823	98413	21020
824	98511	20896
825	98633	20777
826	98748	20657
827	98847	20533
828	98973	20415
829	99088	20295
830	99205	20175
831	99326	20056
832	99446	19937
833	99565	19817
834	99672	19695
835	99766	19571
836	99883	19451
837	99989	19329
838	100112	19211
839	100228	19091
840	100321	18966
841	100435	18846
842	100540	18724
843	100651	18603
844	100760	18482
845	100863	18360
846	101009	18246
847	101122	18125
848	101253	18008
849	101396	17893
850	101542	17778
851	101676	17662
852	101808	17545
853	101921	17424
854	102066	17309
855	102171	17187
856	102294	17068
857	102438	16953
858	102582	16838
859	102702	16718
860	102826	16600
861	102975	16485
862	103097	16366
863	103228	16248
864	103351	16130
865	103500	16015
866	103631	15897
867	103752	15777
868	103879	15659
869	103995	15539
870	104139	15423
871	104257	15303
872	104399	15187
873	104513	15067
874	104665	14952
875	104804	14835
876	104912	14714
877	105013	14591
878	105123	14470
879	105221	14348
880	105326	14226
881	105429	14105
882	105543	13984
883	105629	13860
884	105717	13737
885	105825	13616
886	105920	13493
887	106074	13378
888	106213	13261
889	106342	13143
890	106457	13023
891	106561	12902
892	106655	12779
893	106735	12655
894	106806	12530
895	106871	12404
896	106935	12279
897	107007	12154
898	107078	12029
899	107142	11904
900	107206	11779
901	107267	11654
902	107338	11530
903	107403	11405
904	107469	11281
905	107536	11157
906	107613	11034
907	107675	10909
908	107728	10784
909	107783	10659
910	107831	10534
911	107885	10410
912	107939	10285
913	107997	10161
914	108049	10037
915	108102	9913
916	108159	9789
917	108208	9665
918	108260	9542
919	108315	9418
920	108362	9294
921	108414	9171
922	108451	9047
923	108497	8924
924	108543	8800
925	108594	8678
926	108623	8553
927	108648	8429
928	108677	8305
929	108706	8182
930	108738	8059
931	108763	7935
932	108798	7812
933	108821	7689
934	108847	7566
935	108867	7443
936	108886	7321
937	108907	7198
938	108928	7076
939	108949	6954
940	108970	6832
941	108989	6710
942	109008	6589
943	109026	6467
944	109046	6346
945	109065	6225
946	109086	6105
947	109103	5984
948	109120	5864
949	109139	5744
950	109155	5624
951	109174	5504
952	109193	5385
953	109210	5265
954	109227	5146
955	109245	5028
956	109261	4909
957	109280	4791
958	109300	4672
959	109318	4554
960	109335	4437
961	109353	4319
962	109371	4202
963	109390	4085
964	109407	3968
965	109427	3851
966	109444	3734
967	109462	3618
968	109481	3502
969	109499	3386
970	109519	3270
971	109537	3155
972	109555	3040
973	109575	2925
974	109594	2810
975	109614	2695
976	109632	2580
977	109650	2466
978	109668	2352
979	109689	2238
980	109706	2124
981	109728	2011
982	109747	1897
983	109768	1784
984	109786	1671
985	109804	1559
986	109822	1446
987	109841	1334
988	109860	1221
989	109881	1109
990	109896	998
991	109912	886
992	109927	774
993	109941	663
994	109956	552
995	109973	441
996	109990	330
997	110006	220
998	110020	110
999	110035	0
