iter	RMSE
239	131.3538703
240	131.2607949
241	131.168016
242	131.1174109
243	131.0496616
244	131.0358499
245	130.9865723
246	130.8615242
247	130.8452054
248	130.8238161
249	130.7601661
250	130.7382251
251	130.7191383
252	130.7020189
253	130.5647529
254	130.5405049
255	130.5219468
256	130.4983239
257	130.4596523
258	130.3519958
259	130.1369698
260	130.0519072
261	129.9123934
262	129.8947863
263	129.8238721
264	129.8045457
265	129.7960134
266	129.712569
267	129.6266549
268	129.56667
269	129.5215552
270	129.5110653
271	129.4958407
272	129.3130921
273	129.2374092
274	129.2019835
275	129.0187436
276	128.8141063
277	128.577541
278	128.5567323
279	128.5244277
280	128.5082525
281	128.4778634
282	128.3626605
283	128.3088383
284	128.2838336
285	128.2592999
286	127.9454045
287	127.8373211
288	127.7189138
289	127.703462
290	127.6196567
291	127.6054234
292	127.5818569
293	127.3644894
294	127.3352802
295	127.2330935
296	127.1599376
297	127.0961769
298	126.9676029
299	126.9512997
300	126.9229226
301	126.9116403
302	126.8754258
303	126.7039711
304	126.6786996
305	126.4258209
306	126.3882518
307	126.2933371
308	126.2238937
309	126.1979774
310	126.1707532
311	126.1510334
312	126.130943
313	126.1130083
314	126.0753156
315	125.9968433
316	125.9043134
317	125.8653839
318	125.8552515
319	125.844477
320	125.8276679
321	125.7591383
322	125.7040653
323	125.6625907
324	125.6372829
325	125.6175275
326	125.5965085
327	125.4187512
328	125.4006446
329	125.3317783
330	125.2388488
331	125.2203634
332	125.119795
333	125.103239
334	124.9967934
335	124.9758662
336	124.9550705
337	124.9406744
338	124.9148269
339	124.892859
340	124.8705595
341	124.7261949
342	124.6508957
343	124.6111475
344	124.5910395
345	124.439276
346	124.3379486
347	124.2433833
348	124.1184378
349	123.9943792
350	123.9635281
351	123.9052481
352	123.8782637
353	123.8526503
354	123.8393889
355	123.8153722
356	123.7797118
357	123.7645822
358	123.6947841
359	123.6445798
360	123.6232953
361	123.6001697
362	123.5892975
363	123.5672945
364	123.545825
365	123.5307863
366	123.5044053
367	123.3685833
368	123.2987288
369	123.2875596
370	123.2027443
371	123.1466062
372	123.1010637
373	122.9576798
374	122.8772243
375	122.8596018
376	122.8317904
377	122.7203049
378	122.6520542
379	122.6286979
380	122.5785835
381	122.5574706
382	122.525451
383	122.5022514
384	122.3017824
385	122.2762365
386	122.2585474
387	122.2220944
388	122.055508
389	121.8877777
390	121.8369367
391	121.8177434
392	121.8024318
393	121.7860243
394	121.767219
395	121.5022343
396	121.3948739
397	121.3322483
398	121.2758983
399	121.2608756
400	121.0748911
401	120.9898604
402	120.9589502
403	120.8694813
404	120.8344597
405	120.8118489
406	120.7936618
407	120.7383989
408	120.7106477
409	120.6573299
410	120.547195
411	120.465493
412	120.4502732
413	120.4344742
414	120.4015797
415	120.0680683
416	120.0301355
417	119.9909163
418	119.9213441
419	119.863932
420	119.8454658
421	119.6938259
422	119.6616998
423	119.6423967
424	119.5978707
425	119.5691714
426	119.3779379
427	119.2755366
428	119.1152406
429	119.0948369
430	119.0841926
431	119.0658328
432	119.0518035
433	118.891103
434	118.8791396
435	118.8599128
436	118.8426927
437	118.6446072
438	118.631863
439	118.6207549
440	118.55671
441	118.4945511
442	118.4764714
443	118.4429828
444	118.431399
445	118.4086417
446	118.3782122
447	118.3220489
448	118.220347
449	118.1601415
450	118.1450155
451	118.1276952
452	118.052912
453	118.0146652
454	117.9970101
455	117.9798528
456	117.9674634
457	117.8328324
458	117.7472682
459	117.7293336
460	117.6309561
461	117.6120369
462	117.5675786
463	117.5363855
464	117.5032421
465	117.4851306
466	117.4519021
467	117.3958887
468	117.361383
469	117.2938001
470	117.256134
471	117.2416625
472	117.1830346
473	117.0348751
474	116.9775543
475	116.9550728
476	116.8654327
477	116.7824084
478	116.7669037
479	116.7123836
480	116.6849885
481	116.5575096
482	116.4800738
483	116.3724486
484	116.3587712
485	116.3399025
486	116.3043488
487	116.2666348
488	116.2520564
489	116.2380497
490	116.2241471
491	116.2099294
492	116.1702092
493	116.156699
494	116.0838259
495	116.070476
496	115.955312
497	115.904981
498	115.8804776
499	115.8711671
500	115.8635347
501	115.827014
502	115.8077585
503	115.7696887
504	115.7243078
505	115.6980544
506	115.6235836
507	115.5449983
508	115.4918683
509	115.4784846
510	115.4399025
511	115.3735881
512	115.2028995
513	115.1717502
514	115.1258316
515	115.0222777
516	115.0050863
517	114.9422835
518	114.7345395
519	114.6807297
520	114.6567957
521	114.5346776
522	114.5178917
523	114.5028328
524	114.3461832
525	114.3276686
526	114.3094413
527	114.2982943
528	114.2793395
529	114.2057445
530	114.1560007
531	114.1035671
532	114.057454
533	114.0467652
534	113.9355759
535	113.9178397
536	113.8040932
537	113.7818657
538	113.7668181
539	113.7469523
540	113.7162067
541	113.6718071
542	113.6412776
543	113.5551644
544	113.5465484
545	113.5289737
546	113.4932029
547	113.4348883
548	113.3677099
549	113.3476769
550	113.3306393
551	113.2332014
552	113.2208472
553	113.1704316
554	113.1628684
555	113.0783898
556	112.986851
557	112.9527668
558	112.8815799
559	112.8712041
560	112.84658
561	112.8313769
562	112.8209227
563	112.7992704
564	112.7848371
565	112.7450868
566	112.7370841
567	112.7255553
568	112.6609324
569	112.6253358
570	112.6165136
571	112.5213462
572	112.4052225
573	112.3940427
574	112.3803538
575	112.3626625
576	112.3082807
577	112.287871
578	112.2622189
579	112.243077
580	112.2336236
581	112.2174156
582	112.1882535
583	112.1740704
584	112.0890223
585	112.0486766
586	112.0193302
587	112.0054759
588	111.9915793
589	111.9771829
590	111.964897
591	111.8977682
592	111.8624935
593	111.7743588
594	111.7186696
595	111.6809168
596	111.6352892
597	111.4986773
598	111.278237
599	111.1896822
600	111.175674
601	111.1106394
602	111.0894221
603	111.0824644
604	111.0638774
605	111.0483109
606	110.9598839
607	110.9484313
608	110.9410139
609	110.9333331
610	110.8657921
611	110.8541013
612	110.8471663
613	110.836782
614	110.7435967
615	110.6840533
616	110.6608826
617	110.6495897
618	110.6374836
619	110.6283381
620	110.61826
621	110.5914415
622	110.5128761
623	110.4792828
624	110.4613668
625	110.4535292
626	110.4383002
627	110.4331537
628	110.4207838
629	110.2992478
630	110.2188551
631	110.1489309
632	110.1185656
633	110.0692419
634	110.039599
635	110.0160363
636	109.9506032
637	109.9355556
638	109.837263
639	109.7941906
640	109.7778736
641	109.7645413
642	109.7084539
643	109.6702139
644	109.6317865
645	109.5009126
646	109.4729371
647	109.4608348
648	109.4494333
649	109.4445689
650	109.4157254
651	109.4015473
652	109.3658571
653	109.3480875
654	109.3158558
655	109.2570262
656	109.2149916
657	109.2037077
658	109.1891708
659	109.1782746
660	109.1466501
661	109.1026613
662	109.0658357
663	109.0454491
664	109.0021741
665	108.9602929
666	108.9478033
667	108.9249507
668	108.919897
669	108.7606087
670	108.6640166
671	108.649016
672	108.6239434
673	108.5806563
674	108.5636969
675	108.5235474
676	108.4986801
677	108.3599514
678	108.3020284
679	108.1923428
680	108.1836399
681	108.1495894
682	108.1335926
683	108.1123722
684	108.1046889
685	108.0662979
686	108.0534488
687	108.0205187
688	108.0077274
689	107.9977626
690	107.9610207
691	107.952107
692	107.9447278
693	107.9279214
694	107.9180189
695	107.8663788
696	107.8540289
697	107.8479228
698	107.8402761
699	107.8242684
700	107.8083851
701	107.7952178
702	107.7488354
703	107.7030674
704	107.6556383
705	107.6269969
706	107.549286
707	107.5343376
708	107.5225838
709	107.4460088
710	107.4237798
711	107.3625928
712	107.3112195
713	107.3075571
714	107.2950934
715	107.2836654
716	107.2724064
717	107.2348456
718	107.2297414
719	107.2194993
720	107.0772551
721	107.002772
722	106.9905954
723	106.9789041
724	106.9551758
725	106.9486417
726	106.8828842
727	106.8610865
728	106.8472586
729	106.8414593
730	106.8307222
731	106.8180075
732	106.7978327
733	106.7935374
734	106.7111851
735	106.7009499
736	106.678963
737	106.673447
738	106.6573857
739	106.6345854
740	106.6193847
741	106.5811635
742	106.5262501
743	106.4226618
744	106.4034145
745	106.3630734
746	106.3501435
747	106.3389569
748	106.3225019
749	106.2953755
750	106.2893473
751	106.2503722
752	106.2270138
753	106.1894379
754	106.1759335
755	106.1501955
756	106.0919341
757	106.0814583
758	106.0712691
759	106.0597756
760	105.9384512
761	105.8623584
762	105.8562651
763	105.7812213
764	105.7717704
765	105.7599516
766	105.7496282
767	105.7338488
768	105.7220401
769	105.588643
770	105.5598948
771	105.5435975
772	105.5204237
773	105.4480103
774	105.4369846
775	105.4226733
776	105.3664998
777	105.3368968
778	105.3159681
779	105.2784395
780	105.2663952
781	105.2567453
782	105.207502
783	105.1876763
784	105.1319511
785	105.1223244
786	105.0398904
787	105.0254565
788	104.989956
789	104.8025938
790	104.7410793
791	104.7308698
792	104.6929406
793	104.6824183
794	104.668482
795	104.6321471
796	104.6190817
797	104.5696116
798	104.5539541
799	104.5439749
800	104.4892973
801	104.461398
802	104.3899474
803	104.2889053
804	104.2797887
805	104.2703774
806	104.2256363
807	104.1020749
808	104.0920488
809	104.0793397
810	104.068761
811	104.0546895
812	104.0164043
813	103.9999692
814	103.9141592
815	103.9005887
816	103.8916245
817	103.8866683
818	103.8759411
819	103.8654666
820	103.8306438
821	103.7980133
822	103.7913301
823	103.7832573
824	103.7776628
825	103.7620886
826	103.7504677
827	103.7435866
828	103.7309639
829	103.7243844
830	103.6780267
831	103.6676665
832	103.5341828
833	103.489687
834	103.4789592
835	103.4693539
836	103.4503746
837	103.4274756
838	103.4173382
839	103.4048853
840	103.3985409
841	103.3494043
842	103.3396678
843	103.2974712
844	103.2646957
845	103.2126072
846	103.1812392
847	103.163716
848	103.1473624
849	103.1309243
850	103.1195136
851	103.0904438
852	103.0780536
853	103.0672474
854	102.9078534
855	102.8915595
856	102.7744125
857	102.7432832
858	102.697311
859	102.6892127
860	102.6777198
861	102.6657918
862	102.6228629
863	102.5930798
864	102.5817036
865	102.5733204
866	102.5173893
867	102.4809788
868	102.4687615
869	102.4554372
870	102.4439988
871	102.4155778
872	102.4053084
873	102.3858118
874	102.3314655
875	102.2333838
876	102.2162493
877	102.1944704
878	102.1548685
879	102.1340859
880	102.1101257
881	102.1004511
882	102.0733879
883	102.0564364
884	102.0095655
885	101.9949096
886	101.9874107
887	101.9774301
888	101.9250532
889	101.7893128
890	101.718717
891	101.7056119
892	101.6929755
893	101.6757783
894	101.6416614
895	101.5948973
896	101.5850146
897	101.578837
898	101.5693476
899	101.551212
900	101.5429623
901	101.5264109
902	101.4927645
903	101.446617
904	101.3735096
905	101.3596163
906	101.3129236
907	101.2971806
908	101.2811145
909	101.2709622
910	101.262617
911	101.2522419
912	101.2363869
913	101.2186957
914	101.2081051
915	101.1927052
916	101.1836358
917	101.17802
918	101.168963
919	101.1420532
920	101.1384988
921	101.0942561
922	101.0731833
923	101.037148
924	101.0178554
925	100.8949346
926	100.8860837
927	100.8333526
928	100.8259425
929	100.809962
930	100.7764512
931	100.6712107
932	100.6574471
933	100.6478812
934	100.5447689
935	100.5305742
936	100.5026542
937	100.4910301
938	100.4826962
939	100.4712483
940	100.4478779
941	100.3515839
942	100.3402818
943	100.3334857
944	100.228249
945	100.2227002
946	100.216983
947	100.1947838
948	100.1800159
949	100.1436638
950	100.1335797
951	100.085575
952	100.0578181
953	100.0484096
954	100.0285047
955	100.0036163
956	99.97225723
957	99.95223409
958	99.94632634
959	99.86570769
960	99.84108029
961	99.83247454
962	99.82205547
963	99.71137655
964	99.7016933
965	99.63210043
966	99.61475825
967	99.60084845
968	99.58913166
969	99.55443265
970	99.54693355
971	99.53342305
972	99.5205167
973	99.47795874
974	99.46827058
975	99.45135627
976	99.43797529
977	99.3929128
978	99.38530351
979	99.37789107
980	99.33234273
981	99.3081322
982	99.24760837
983	99.20743179
984	99.19330681
985	99.16039466
986	99.0618327
987	99.04840639
988	99.03236533
989	99.01874071
990	99.00205552
991	98.99006984
992	98.97590576
993	98.96144382
994	98.9505836
995	98.93746052
996	98.92918129
997	98.90914301
998	98.87723054
999	98.83091664
